Container length (in m) = 100
Container width (in m) = 200
Container depth (in m) = 400
Total number of bodies = 1000
Body radius (in m) = 0.5
Body mass (in Kg) = 1
Time step for running simulation (dt) (in secs) = 0.01
Initial coordinates =
115.869010 41.129327 145.362107 
132.111580 63.850459 173.826396 
81.836123 51.512275 104.910931 
125.956634 63.480896 235.205687 
74.521046 51.434564 267.360435 
104.091641 39.208175 84.507065 
99.263977 50.521911 251.108838 
120.594897 53.711033 175.386030 
108.960394 58.058087 123.446963 
117.294612 55.553054 175.027243 
118.425702 60.801282 246.531631 
131.649586 56.317304 166.301145 
106.586200 51.167600 267.107817 
83.321800 51.946624 134.325686 
96.748677 53.886662 118.097585 
116.824071 55.326222 241.503715 
96.497295 43.989142 250.140099 
105.994380 54.542957 257.284189 
97.047357 49.382226 119.870909 
94.780718 55.855774 255.592521 
105.053521 50.079745 130.739596 
136.079050 55.604012 268.717747 
104.477943 60.875891 240.332108 
110.175879 56.830917 170.452668 
67.740029 64.646415 176.380892 
95.307574 53.347700 254.197177 
121.558805 54.714285 137.255527 
91.729026 55.805373 131.870704 
121.608984 37.641371 261.191857 
115.446608 48.185674 254.418046 
128.169843 45.378699 186.836173 
78.529754 54.889946 297.348073 
110.765655 57.373492 132.737578 
118.163799 57.505564 170.396100 
97.668846 52.420710 281.972556 
106.650927 53.988594 238.285170 
106.253163 64.114511 207.557097 
119.632397 53.750351 255.975565 
111.447870 55.479094 269.969512 
104.333125 50.972654 129.293264 
114.172343 31.380172 244.650727 
130.613453 50.825609 175.626961 
100.100999 64.753346 119.001434 
137.305128 53.813443 130.497494 
131.830277 50.910169 249.147764 
126.038249 44.344692 266.706150 
123.183424 44.655163 192.153188 
95.640089 56.153618 168.808518 
102.018332 46.238198 250.586257 
109.110864 52.601714 128.275948 
93.957266 33.489193 113.373484 
90.100178 50.948945 118.996888 
97.536933 49.595930 249.977474 
118.658243 47.322694 272.161783 
97.687546 58.008686 115.452185 
107.506618 59.615500 261.542133 
112.741106 36.792576 259.237415 
121.594136 33.570959 274.262385 
101.408627 48.246935 123.457471 
100.769736 51.756233 127.831927 
128.383507 49.605057 226.012296 
109.086025 44.343340 258.286258 
102.181193 49.964841 184.977476 
99.174073 53.595768 132.636773 
108.458727 50.597985 130.890915 
107.629718 49.948659 270.191315 
126.576001 49.449723 267.901643 
94.878078 30.041055 252.634138 
94.685198 55.477711 147.049057 
91.363047 46.929955 113.308632 
96.224809 56.702405 130.818892 
86.293535 38.455762 252.553882 
112.538692 39.778862 255.912701 
113.210377 36.500031 186.698323 
109.021886 49.970556 123.449948 
115.565546 56.319139 257.581390 
116.697047 65.622867 268.855960 
99.258728 40.305277 141.987266 
84.030369 49.369743 269.378852 
117.360185 50.778507 129.050813 
123.003324 59.686828 193.383029 
105.072955 48.208042 258.912063 
122.924592 42.737344 262.073902 
81.936117 61.060790 163.589137 
85.134689 49.415907 119.833375 
92.657823 40.086614 147.605862 
110.890285 60.302524 182.786188 
117.325009 53.789186 134.265765 
95.638665 45.742990 263.670277 
107.016492 67.673524 275.870405 
112.557674 54.080378 194.294366 
103.649297 52.614343 256.369666 
102.282131 58.192765 170.478597 
116.158771 38.713191 245.132444 
113.602119 45.222135 193.250977 
102.627584 44.492238 180.968460 
105.412660 48.361035 200.567317 
100.559044 41.835558 206.788002 
114.472420 52.130537 193.013748 
131.223780 32.031433 277.747094 
78.738711 38.247530 251.280239 
72.279877 66.563306 242.871294 
106.473184 48.862644 210.825999 
106.773012 58.211379 272.215451 
109.010835 31.906599 134.087628 
127.233821 43.095251 180.848997 
77.769886 37.599017 245.785244 
120.898321 34.997905 203.022822 
115.055763 48.850790 189.918620 
102.390748 51.666052 133.298734 
99.551344 45.632211 123.923092 
127.229674 24.532426 134.293235 
92.459925 52.346903 121.006874 
104.418644 45.959663 189.117176 
103.023445 34.657596 188.744662 
99.980565 66.214368 280.739556 
119.742977 61.620005 162.446390 
137.665740 42.968728 247.358851 
110.704702 52.243237 126.079686 
129.826661 54.969400 135.682783 
131.359345 54.322674 230.171499 
110.832844 44.281170 263.864698 
106.142661 44.193350 193.590624 
108.518817 52.882002 261.898741 
134.056803 53.711877 159.164096 
116.248689 42.021636 271.190156 
97.774993 72.764427 179.590185 
119.692038 60.571386 163.832167 
127.535261 52.044616 178.529128 
108.432720 31.791455 249.891391 
102.362129 67.101399 234.707871 
129.226599 26.244934 271.600191 
120.718158 56.375659 133.607193 
105.595001 49.147900 255.410738 
102.520683 33.312574 232.379302 
110.435940 48.019388 240.908477 
120.715725 61.249303 170.502640 
86.894061 37.499102 287.076333 
110.238870 53.907922 261.849843 
96.827756 55.999145 107.019447 
110.243654 28.609272 180.817277 
90.648819 42.739751 276.235006 
136.814005 39.242012 178.586929 
111.692937 60.607637 272.499297 
113.775941 37.668028 129.185117 
115.902747 50.428573 256.660912 
109.720535 44.079145 256.570333 
101.863956 43.581311 123.948307 
104.355264 58.609841 126.734039 
127.227910 59.553110 286.734587 
107.638395 53.699444 271.548945 
90.779698 53.193971 246.459569 
92.118046 54.887681 247.665810 
83.641032 49.498093 122.997059 
96.392700 18.635207 89.350266 
107.789668 53.282847 255.028755 
137.843340 46.677594 215.548347 
112.123805 30.110324 180.810649 
134.937825 59.202768 157.032166 
116.503909 46.604581 257.465517 
119.488929 54.873235 184.604878 
105.381246 49.937107 127.152727 
112.896713 36.108432 231.307710 
97.487957 43.763961 264.871285 
116.207710 55.351854 261.226139 
103.506665 58.848715 254.218326 
105.818238 46.039932 131.071677 
96.814129 62.381374 116.010163 
100.560589 46.964637 240.087929 
95.334286 39.377283 121.769125 
90.640673 75.368431 258.305406 
113.770831 47.782652 120.261400 
100.888035 49.033402 125.136272 
118.563216 49.243048 246.574572 
109.682720 51.107297 174.922748 
102.483604 48.628405 181.505874 
106.742524 49.339881 245.278419 
115.050372 59.357660 272.546614 
109.181228 54.999481 237.264565 
104.282519 40.854752 181.505007 
114.611933 49.456385 269.965344 
134.075432 41.121225 267.174475 
136.543856 46.556098 184.594979 
106.574511 50.100902 126.755405 
87.468988 54.667160 264.886966 
120.107169 55.939715 182.501087 
121.586975 53.996234 92.372612 
107.165574 63.902711 256.278696 
117.554617 45.752623 261.395089 
100.364399 37.861149 176.994005 
121.152992 56.201343 257.251811 
86.181379 76.070327 67.611407 
132.286600 39.987938 178.239491 
108.463213 61.404961 196.577169 
94.938053 40.545995 274.210328 
110.036010 33.485490 259.486757 
134.208389 59.786234 183.340012 
87.073765 59.886221 184.931623 
69.170520 54.359963 324.970193 
99.776335 47.883283 196.386088 
110.248211 45.540402 188.316047 
118.388641 55.859693 195.408119 
98.718737 35.526604 216.668781 
107.152194 52.296733 120.682547 
95.898358 51.838165 142.543990 
111.286091 12.537638 275.268689 
104.851385 46.344994 250.114782 
128.894759 46.892579 227.358344 
122.619471 68.437119 271.290352 
94.267172 46.915354 90.700263 
123.800600 70.531368 160.836373 
111.319041 49.196805 253.483255 
112.878375 59.899843 264.211486 
98.147088 55.121474 263.950422 
124.467225 60.732230 157.360833 
108.218446 44.841316 249.470611 
96.308310 45.957612 254.532221 
97.876959 64.401160 249.323678 
86.658173 51.151202 170.749149 
108.674686 52.409960 264.150382 
96.565785 45.942581 253.549728 
88.822524 56.300454 289.132853 
125.454704 39.525864 263.236152 
102.517883 33.039537 188.097839 
129.124146 42.331726 202.728792 
114.221652 50.488321 192.782221 
118.171861 53.178329 288.426302 
112.537996 53.432570 251.656672 
95.889114 42.584127 253.612688 
112.218069 82.193044 254.376176 
95.397438 47.516858 144.738167 
106.529818 49.664730 182.333035 
106.474663 39.126307 144.053803 
117.938984 45.481888 296.926051 
63.962076 55.040774 323.180261 
119.107661 53.943697 105.613516 
119.472957 46.093357 269.611693 
108.862911 44.923138 205.762207 
118.414827 53.232425 135.024298 
90.728497 37.021415 264.707935 
75.673315 51.773551 309.098483 
107.044031 63.569927 247.993722 
134.537414 52.246535 186.167071 
102.443211 35.199753 266.886856 
123.101105 49.747996 256.015044 
104.530692 54.296010 133.599030 
124.793785 33.301262 273.683639 
96.870088 24.159493 143.972943 
108.001884 51.551272 173.504428 
117.488685 54.896328 269.103407 
105.057693 52.182064 131.407031 
97.921150 52.452234 257.953602 
119.100582 49.374701 187.234165 
107.797651 55.796678 139.020253 
130.552842 49.803877 174.687907 
130.297225 43.206631 267.247981 
92.952707 51.616345 135.390297 
110.396427 56.814835 169.752500 
117.330499 28.817767 266.546799 
107.727468 61.069630 159.436270 
69.580833 46.312633 100.922986 
121.652758 49.739591 177.902559 
124.657096 51.166808 275.147049 
128.054358 60.683926 264.821198 
138.129812 48.450951 181.556290 
109.780422 29.337487 249.408857 
102.700727 46.870022 126.385496 
88.777047 54.473068 252.895520 
104.219825 39.768195 246.566717 
120.916097 62.582507 162.076354 
72.180237 54.572181 309.683712 
88.254443 53.976677 118.379678 
116.737478 41.939318 191.777787 
102.481387 53.232698 198.071902 
101.231823 48.086681 128.797925 
82.805602 58.155465 120.993183 
102.453952 33.399654 147.557023 
113.947819 47.576088 123.311315 
104.581535 41.407778 248.274839 
106.132540 66.979754 282.799669 
87.562794 41.808120 257.970661 
105.737413 40.782688 186.015711 
116.459378 37.245350 269.683571 
108.103649 54.310805 273.405258 
111.190364 51.987384 249.223673 
110.403888 29.090209 181.797412 
134.333666 57.736418 191.283236 
93.553052 46.261652 138.536160 
117.614278 50.192746 289.001908 
115.564581 53.741845 180.002917 
105.090628 55.132743 137.698275 
116.199873 63.351395 162.282103 
120.451191 53.195798 176.604282 
114.423903 45.454484 129.132636 
113.256889 64.898740 226.030143 
91.040904 62.454079 235.812533 
129.429098 42.808999 136.427330 
90.615796 42.486583 121.270616 
117.318110 63.879652 257.891027 
119.733278 34.715568 279.273025 
124.740938 45.324450 253.732626 
94.462937 49.971647 124.224282 
123.926433 62.740453 168.583410 
131.786122 48.330020 258.126040 
107.481362 56.675400 175.843116 
113.925730 46.124430 123.152876 
124.622983 58.474319 197.114974 
95.005126 51.737763 230.957676 
102.118616 49.541236 250.757480 
107.944742 48.371912 132.532861 
109.450238 49.094407 262.501346 
85.543651 47.916331 144.639444 
126.904120 59.341962 244.731111 
102.471560 51.186525 123.520309 
97.491406 47.539220 129.560609 
104.103776 48.493870 112.920629 
127.925117 61.637029 154.545090 
112.304689 59.251686 236.142932 
104.834827 54.738686 243.098199 
80.998804 57.660272 122.645694 
116.046005 37.619107 272.879352 
107.814310 43.109556 211.175092 
106.547330 46.753822 178.093715 
101.288763 60.655218 178.255491 
115.090762 37.691085 286.649345 
123.174809 50.717993 248.594654 
107.310785 50.993042 180.143323 
108.723114 49.786912 256.737041 
102.717731 49.572290 125.094986 
105.653991 65.889442 268.294206 
114.212477 43.223097 253.711398 
102.602035 31.069725 282.516123 
115.679984 47.088043 190.550774 
112.372774 46.433467 173.847876 
93.541458 47.191180 189.605760 
134.550396 21.533298 274.394343 
101.034257 40.860194 114.909902 
118.854127 46.215851 279.760776 
95.093345 48.098626 249.824622 
116.277031 43.829806 256.738186 
122.803226 42.405087 256.891398 
109.723583 51.200518 120.105910 
94.467769 52.381282 123.171740 
104.439023 42.496451 125.343873 
108.120863 67.626179 170.576493 
112.389628 47.175791 257.473857 
94.364808 63.055763 271.177271 
125.051811 59.139476 130.112888 
138.150342 48.468342 232.935859 
109.316347 49.992295 122.377297 
98.980465 68.006126 256.941143 
102.099854 51.853628 244.739223 
117.331268 53.421034 260.430662 
114.210704 42.130643 203.813236 
106.397193 68.360005 259.866382 
97.328601 52.838415 119.415518 
113.669124 53.659474 240.656397 
88.052252 55.287864 93.318274 
102.240215 55.485001 265.604924 
139.180796 32.306751 123.034667 
124.329298 47.385413 121.908259 
87.821362 55.378630 94.690956 
133.195427 42.938438 260.910228 
89.973768 50.102174 116.646725 
102.199727 41.248147 116.672271 
100.599848 37.515100 278.901202 
93.714492 52.499635 236.708723 
111.445983 51.067740 130.543417 
125.151570 42.554931 250.356679 
117.570704 46.680821 177.209344 
120.701564 55.379387 112.970906 
104.427765 36.782877 242.493556 
114.813971 47.386903 249.065248 
122.667662 62.614260 168.286366 
113.634542 43.727758 259.338930 
100.049516 43.145469 235.632768 
112.700729 55.299528 244.243638 
98.064002 38.930259 134.827607 
110.348867 53.936041 203.318201 
115.153122 35.368272 278.913054 
105.519143 57.727671 248.621211 
109.513709 56.078344 214.606794 
100.009523 53.548755 121.507731 
118.637021 47.436072 111.390790 
122.734378 39.919787 277.226644 
107.867056 51.606717 113.324506 
112.497966 43.686962 251.399011 
108.971991 52.177376 266.290592 
117.368027 69.615372 278.003961 
99.014404 56.305670 127.230491 
111.289334 41.271340 250.898579 
125.559171 50.591168 260.921679 
122.784651 52.250998 260.528654 
120.962571 52.072167 258.068698 
95.285472 74.726418 254.124659 
102.580445 52.972442 272.531327 
109.116736 52.130932 253.736844 
118.404371 51.771856 168.941292 
108.454690 42.647395 130.167593 
90.740170 63.652753 258.500844 
87.512042 41.107274 136.583004 
136.416469 50.854375 175.540302 
97.690066 23.133482 257.945803 
65.969208 65.135431 327.862760 
112.892829 58.407228 133.037601 
96.845052 50.372301 287.621695 
105.105207 43.086611 212.629926 
123.510339 63.959137 171.086078 
108.573482 58.275531 179.805184 
131.901986 40.629172 185.548725 
117.908435 60.082887 249.171920 
102.494841 41.474300 194.901429 
129.589312 43.679858 187.165921 
106.541105 63.738060 264.732684 
119.678036 51.071904 164.206509 
96.546348 65.198649 193.556751 
78.199091 26.652576 204.622780 
109.721460 63.798927 252.983806 
107.776706 39.991275 258.934933 
110.085742 49.700419 250.077872 
96.798355 12.470380 227.917292 
95.281156 47.825200 256.230978 
96.348894 66.092075 253.490511 
122.915630 57.332248 197.006747 
119.981201 52.881094 172.889385 
111.010985 46.610278 190.947522 
103.949370 44.468429 194.547423 
79.547043 52.496574 199.896039 
115.022091 42.565167 234.494818 
90.958596 55.256043 116.943710 
104.508760 43.581181 228.328096 
118.296406 49.345154 84.329173 
115.561347 70.446207 255.852688 
109.390029 57.616944 172.141657 
118.953053 43.944780 189.039867 
89.982696 64.366420 116.995645 
100.952514 56.124747 109.174508 
120.951840 51.380526 194.564309 
126.245964 55.565659 188.872511 
90.654466 49.577471 196.921414 
106.341994 46.919033 242.490713 
133.967026 66.332404 276.736436 
137.210670 59.047157 237.883855 
107.827821 56.418782 113.561465 
102.827418 58.351313 125.964497 
96.843182 47.062691 119.289844 
110.054979 46.970218 124.069380 
121.992321 52.897343 273.012848 
104.839978 36.128723 132.964348 
107.125511 46.742328 118.739165 
101.981902 49.458037 188.204247 
100.633563 47.217442 119.870529 
94.131441 55.691568 260.205738 
95.929557 49.555149 118.751178 
111.843621 49.973998 262.200266 
89.334977 68.280828 113.156195 
97.852328 39.175912 225.612206 
120.679096 63.203966 146.940055 
115.506378 32.209785 139.398416 
120.302098 50.093607 131.925099 
141.430359 24.959545 125.278581 
93.177783 49.017661 115.620992 
94.827206 58.566341 245.834082 
92.704299 54.204417 258.289052 
82.557621 54.298798 282.277501 
86.629730 47.223522 117.936933 
93.592134 39.639036 253.322764 
117.397316 48.108798 133.076114 
123.014085 47.098183 270.461867 
113.697738 51.879733 136.744579 
93.077715 48.719672 127.996264 
100.291167 55.599416 234.957868 
78.521545 37.120696 202.303275 
67.732121 49.592167 211.289164 
106.189218 52.560674 248.407393 
95.311400 72.582438 263.220139 
103.065603 52.632758 129.613422 
102.353543 54.966566 268.964730 
82.350922 39.526082 197.536960 
93.260061 72.917142 266.120305 
104.009996 42.895330 194.771888 
106.759710 44.603068 225.403645 
104.878291 59.407337 242.614244 
111.593728 58.190574 268.176016 
98.677824 49.510522 258.876028 
76.429987 54.164527 130.132025 
94.748098 48.199374 131.447498 
117.010123 50.354028 263.476615 
79.602609 52.722481 116.525528 
61.811270 60.670688 242.371583 
105.920972 51.570759 246.286803 
93.264572 52.635127 136.996648 
85.739054 55.736112 263.970855 
86.075240 51.753931 203.331325 
101.184885 47.497521 173.967915 
95.232777 69.085658 269.702538 
102.023568 49.284206 119.728030 
103.380127 58.962530 140.409713 
93.240525 47.661220 194.993582 
107.595006 46.360154 184.701929 
91.046892 44.132071 218.767724 
85.419008 53.846423 221.248651 
96.570884 45.329025 260.615417 
74.565259 56.302316 208.014664 
88.532116 55.593586 109.331869 
104.995123 39.912804 218.710448 
100.155425 50.340583 187.393788 
99.129642 52.692158 121.667390 
100.472854 57.366725 266.053540 
89.348792 56.541891 121.465762 
101.763103 63.093657 287.692691 
105.985463 41.470449 265.029504 
101.472491 55.780948 192.221440 
109.344863 50.654425 134.402025 
72.703730 71.798503 245.114062 
98.387936 46.275486 130.211873 
107.013008 44.238044 288.279427 
82.450576 65.960702 163.104682 
109.113949 61.967885 272.832214 
104.317509 65.994830 126.211259 
99.858182 59.266189 110.178378 
100.482478 45.611295 127.624756 
99.830197 54.202191 138.518599 
93.164742 54.650560 251.461349 
86.958556 51.176643 111.084493 
80.505566 55.657230 214.927237 
115.553370 62.870932 262.730318 
101.406216 46.083607 248.858603 
102.420509 47.934494 125.439694 
86.717716 53.633200 241.072781 
93.945602 46.695410 123.112607 
95.081916 52.521297 193.035080 
114.409953 39.244792 130.230585 
107.677461 45.149789 180.786075 
69.590707 49.807049 197.401192 
101.213812 67.749538 238.615581 
83.390351 52.311080 183.771539 
79.924525 60.608640 120.919891 
94.465972 45.656738 231.516736 
101.298080 61.368709 287.169991 
67.708922 50.792552 197.242430 
110.607361 42.913528 182.897629 
75.814887 50.804704 193.436591 
96.937915 47.856169 238.184298 
84.911567 49.268804 219.146286 
103.248925 45.904891 123.361059 
85.727860 47.795422 234.342922 
100.408759 55.711899 144.821254 
83.053117 60.497425 240.711961 
115.897485 49.360307 223.116378 
92.022448 45.505383 236.468595 
94.880572 55.365153 195.197727 
88.205621 48.653797 194.756364 
91.806631 61.761392 139.668411 
102.125962 48.647931 224.628905 
114.882191 55.917803 126.607554 
104.549728 44.825261 273.976241 
95.034551 42.740599 258.090000 
87.203132 61.893288 214.294909 
97.490065 50.901308 259.470983 
84.040370 51.081553 209.310170 
80.660954 49.045227 191.702631 
93.296751 49.334774 119.359132 
123.238680 56.120764 111.254578 
95.024007 40.591687 173.818165 
89.341697 49.688242 202.506272 
124.843328 61.147851 311.576395 
89.501678 53.482253 121.861604 
96.843142 71.584319 259.423832 
94.591006 54.226843 137.028248 
108.057776 62.076464 274.348351 
78.691773 44.716048 132.459462 
87.218809 50.700997 124.268989 
111.470143 46.109289 249.583174 
119.420819 47.413855 241.925345 
77.859429 53.948259 177.863268 
75.621817 50.961937 246.376352 
80.117607 51.050958 214.297851 
90.273243 51.048663 269.793604 
53.195000 43.047192 258.666027 
83.670673 68.685145 250.656695 
108.764957 37.140368 208.472732 
79.804413 49.696585 218.282876 
89.538883 49.871218 131.353415 
92.847729 65.232008 180.144589 
97.193187 40.663059 267.303472 
66.333326 55.301545 167.804524 
82.025921 52.723151 236.699388 
111.070628 34.813274 170.835923 
91.980670 55.819319 127.278469 
65.846555 71.222777 211.353891 
86.904070 54.628110 263.646192 
82.349276 45.713413 258.921969 
73.180555 47.677719 273.461916 
104.148758 60.866265 230.900653 
83.382391 41.381347 271.108684 
95.898640 53.277451 218.927780 
71.173288 49.886646 211.880723 
102.508273 17.973761 181.791992 
99.168549 48.353866 174.570436 
80.095718 47.422096 182.806344 
84.689198 51.522535 105.550289 
86.513993 54.732133 251.432645 
122.553459 47.976509 78.470431 
81.790233 50.220226 256.487610 
105.268688 44.845793 131.654756 
114.722730 38.946293 99.033564 
76.281810 57.639237 227.309692 
87.973270 54.288160 224.214425 
79.621878 56.048567 140.513133 
78.004098 44.432986 213.442472 
95.971661 50.482836 141.746901 
95.927655 79.345931 273.523227 
95.230892 37.220649 262.699171 
112.788782 54.138849 227.699221 
91.246507 49.840016 195.039371 
98.697871 63.026670 219.119755 
105.345943 36.322074 270.247719 
115.775669 74.417972 298.979856 
115.787256 50.095192 301.197343 
83.229297 54.724834 117.776483 
88.387015 45.135414 108.154923 
108.170406 60.413100 184.199597 
112.591424 35.207999 291.358929 
99.766256 66.562371 261.292854 
77.809397 54.084722 148.151493 
91.791528 50.890307 115.949574 
107.142308 49.339112 249.074330 
100.659393 47.874054 120.649809 
68.329398 56.519036 202.495622 
95.161882 48.867852 134.795583 
81.929153 50.644074 127.276256 
116.783236 41.291212 100.542871 
77.641321 43.428423 240.578270 
74.163005 47.382322 269.705640 
88.925319 48.041673 128.585225 
76.610037 61.994749 257.574081 
112.030039 50.760634 207.568619 
76.154363 48.996011 207.814913 
97.415681 58.481252 199.081545 
76.863800 54.476000 251.810425 
76.707646 56.223929 230.796420 
118.788655 79.645170 244.209653 
87.001473 55.218107 215.602609 
116.706363 54.717341 258.078612 
97.401429 46.808494 270.227290 
87.814955 41.414102 187.378386 
97.554931 51.108150 242.944750 
140.926170 44.173440 258.188074 
124.761497 47.495528 250.874533 
95.791224 46.999481 180.731565 
103.063838 50.940674 135.220472 
99.154169 62.867930 259.036245 
93.272431 40.063913 287.426608 
83.966339 52.075856 128.658236 
87.152174 49.524320 211.872653 
83.246302 54.014046 123.159367 
122.104473 45.717254 79.304886 
101.094424 70.559445 251.653108 
89.162885 46.231304 190.648423 
82.304662 58.415254 209.224707 
84.881130 54.469315 238.295268 
85.855473 46.393352 188.232320 
74.626701 57.872192 272.650218 
71.127787 44.796449 193.857290 
102.218580 45.737130 274.648685 
95.574511 47.540938 116.412084 
98.288335 72.557147 224.602805 
78.684092 46.603976 215.846455 
101.455793 31.233993 265.698799 
89.940217 50.391859 183.318619 
84.691278 49.542377 133.062373 
91.979480 30.146188 258.208454 
84.814036 49.715814 211.282455 
120.398176 50.749837 264.005837 
112.615953 50.269507 106.911943 
112.352116 54.750691 281.274114 
87.989812 61.047879 146.222521 
97.335664 52.025705 265.982209 
83.952000 45.772105 229.984273 
98.694182 52.019690 267.860042 
85.591574 53.867895 248.223597 
101.310717 53.038789 112.909817 
93.157335 54.478069 247.431100 
109.121724 64.242758 265.836719 
75.364909 55.254613 241.841180 
85.921574 53.009679 126.310445 
84.019925 52.487271 120.019750 
57.851530 70.402431 206.914721 
117.092885 71.468010 282.851635 
91.127159 57.250385 129.835511 
89.542929 49.946012 123.061288 
90.124666 28.905990 256.573403 
107.158756 45.808822 288.599814 
98.483748 38.884663 227.621731 
109.448367 41.799324 241.814420 
92.785195 58.055050 231.189407 
95.880626 44.713026 119.869836 
101.920339 43.774981 241.581859 
94.049437 54.693667 111.325193 
98.113732 25.247622 146.826801 
98.551470 48.658993 260.663864 
76.449225 71.947817 239.999483 
88.123825 58.073282 118.835261 
84.972294 49.467955 125.629195 
91.505286 52.797682 190.828816 
95.241200 49.761426 293.544097 
116.248447 61.379282 293.246516 
119.203618 67.791909 295.817387 
84.491662 56.484540 129.482746 
92.174551 33.263920 256.808285 
100.094976 52.265538 197.623758 
91.532862 60.888204 173.665707 
115.160211 44.208351 258.075556 
77.357817 47.130082 192.101984 
81.175298 51.298113 221.903570 
90.272848 52.520252 125.556401 
82.278789 34.490490 265.621943 
85.636100 40.120440 211.722529 
105.005898 46.218640 117.710845 
97.034946 51.069232 192.646690 
80.366759 53.166077 126.702902 
105.392255 54.766227 249.771377 
96.675176 53.679993 127.181882 
84.612752 38.047762 277.502484 
96.920414 68.989625 119.709783 
102.212404 54.270512 254.071712 
89.950373 48.841276 242.766791 
123.385071 53.191005 260.801300 
92.311137 59.121123 127.359499 
78.054987 52.775016 235.302593 
72.197580 54.403046 263.142705 
78.021725 47.983400 192.625423 
83.118898 57.777963 122.230773 
102.144432 46.513134 139.228113 
80.493987 51.695635 130.002594 
74.986902 60.047299 187.354791 
104.636499 49.475244 117.156804 
124.728961 54.948548 88.686953 
104.543166 51.053629 166.816695 
72.631154 49.250391 193.189191 
95.195491 58.932539 266.547595 
105.722787 55.271174 221.463827 
132.628804 41.848031 282.066816 
86.236492 33.975954 254.029559 
100.518059 55.558858 187.754821 
70.702801 49.909552 116.504465 
101.352398 57.799185 161.110723 
59.692700 66.059780 220.339756 
110.529179 37.460894 296.196584 
82.205830 62.135139 253.743078 
104.360418 66.864667 259.941487 
74.490559 56.194001 242.521396 
85.272341 37.484332 257.947785 
103.497822 58.149873 130.488478 
85.912521 57.727966 271.410325 
96.665109 56.310754 273.305661 
79.680084 53.905698 243.438124 
92.216297 59.372393 240.757271 
105.903746 66.182789 255.733459 
93.396936 33.901494 115.326152 
84.709398 55.752293 231.416034 
104.247918 53.362943 251.227799 
94.236025 51.695752 268.346839 
107.652916 48.530015 255.129806 
78.958952 66.570108 215.502771 
71.612292 56.187290 201.031646 
124.566827 52.132487 261.706438 
116.071975 38.585392 284.273298 
99.324133 42.342022 222.059272 
82.840105 38.824540 246.177136 
92.816074 46.051187 127.351466 
98.766280 51.799024 145.250871 
114.653998 54.190344 244.332016 
93.668889 47.122018 285.759442 
86.818985 52.837425 245.326795 
99.765099 65.139598 131.046864 
92.158430 55.324830 139.162077 
89.306248 51.649369 255.430241 
81.558882 61.972108 169.417558 
101.677579 49.805210 224.012911 
94.580277 46.778883 136.659198 
117.529656 29.381709 270.456784 
87.210317 62.941167 188.216811 
101.135292 26.907695 130.945229 
102.695933 73.047716 271.852221 
83.490339 61.660886 252.841521 
73.973902 52.478047 263.862112 
79.703775 47.730998 108.552320 
91.733794 51.980206 248.617295 
97.019589 44.944477 126.599369 
87.116158 57.562891 207.075859 
100.770084 41.539949 259.732125 
88.084193 57.520145 119.692200 
85.352676 47.478796 272.613363 
88.525498 54.849143 132.097230 
88.048671 35.817557 255.164263 
89.584036 60.525052 121.479494 
93.095370 53.746438 190.962124 
110.310413 50.927448 260.347308 
80.057042 42.196469 217.394009 
93.119773 54.550607 249.239197 
101.713687 38.483429 291.807199 
77.436871 48.804409 251.820297 
92.343343 54.344494 119.425062 
93.652850 50.980986 260.450336 
81.623165 53.167704 131.142797 
104.467155 48.321455 262.623812 
84.488793 36.077904 250.944175 
86.983634 52.384946 246.271403 
82.793437 40.656399 245.427032 
91.306762 53.886546 198.912713 
95.820321 59.690840 244.697344 
73.427818 51.277464 192.437412 
102.800299 60.620216 239.723910 
73.034186 49.792678 190.832960 
103.527812 50.983246 227.697309 
86.039550 52.599669 217.183980 
90.483528 38.856862 281.503265 
57.953763 37.302228 207.288228 
87.984489 50.865302 191.049760 
127.910695 38.360826 279.430185 
104.177185 55.906450 124.707099 
106.624345 49.103711 241.079405 
105.854606 40.335842 277.204489 
105.397072 45.784899 275.969556 
94.682730 52.675510 117.061504 
118.730397 62.358530 259.086866 
124.868523 41.922590 91.570127 
89.612251 48.654245 130.575792 
93.478242 48.668765 126.424830 
78.362940 49.300830 120.819595 
118.076399 49.397994 299.959312 
112.654961 40.667480 145.971244 
90.748627 49.955025 117.772256 
87.925229 59.786378 251.415405 
90.859814 52.584650 247.517329 
98.760961 58.262576 238.220671 
80.273465 30.779089 181.088169 
100.000033 35.245700 219.365237 
91.608207 41.006816 274.802951 
95.551545 53.133302 246.325784 
97.992580 45.733304 209.529025 
101.801450 27.088451 246.493237 
91.463321 43.623063 272.738167 
70.184553 52.798777 242.869049 
76.036913 52.403418 113.068102 
123.265179 40.380779 105.283900 
90.618698 52.943268 124.053800 
111.151203 39.599361 226.475778 
93.441542 52.157321 124.553937 
116.867790 50.365169 285.941340 
97.325581 40.247363 121.702797 
78.069521 48.584277 110.544915 
94.886054 58.016483 184.178473 
108.075565 57.507298 241.989219 
92.602259 44.309065 132.297830 
89.350427 53.250898 197.716727 
84.171027 33.344459 257.710119 
84.925103 49.406459 220.342575 
92.260572 49.212274 270.835521 
95.162235 49.523095 238.349162 
99.731877 53.581021 134.192940 
80.590638 48.552000 195.734668 
95.155689 61.929454 140.674703 
122.118652 39.364373 105.470642 
89.565839 52.754365 260.027372 
94.691362 54.249742 120.656902 
